Place_ID,가게명,주소,요일,시간대,평균혼잡도
ChIJNUqe8Tx5ezUR9KaetgqvxJ8,913,"20 Soseong-ro, Michuhol-gu, Incheon",토,16시,69
ChIJNUqe8Tx5ezUR9KaetgqvxJ8,913,"20 Soseong-ro, Michuhol-gu, Incheon",토,17시,54
ChIJNUqe8Tx5ezUR9KaetgqvxJ8,913,"20 Soseong-ro, Michuhol-gu, Incheon",토,18시,54
ChIJNUqe8Tx5ezUR9KaetgqvxJ8,913,"20 Soseong-ro, Michuhol-gu, Incheon",토,19시,60
ChIJNUqe8Tx5ezUR9KaetgqvxJ8,913,"20 Soseong-ro, Michuhol-gu, Incheon",토,1시,0
ChIJNUqe8Tx5ezUR9KaetgqvxJ8,913,"20 Soseong-ro, Michuhol-gu, Incheon",토,20시,57
ChIJNUqe8Tx5ezUR9KaetgqvxJ8,913,"20 Soseong-ro, Michuhol-gu, Incheon",토,21시,48
ChIJNUqe8Tx5ezUR9KaetgqvxJ8,913,"20 Soseong-ro, Michuhol-gu, Incheon",토,22시,0
ChIJNUqe8Tx5ezUR9KaetgqvxJ8,913,"20 Soseong-ro, Michuhol-gu, Incheon",토,23시,0
ChIJNUqe8Tx5ezUR9KaetgqvxJ8,913,"20 Soseong-ro, Michuhol-gu, Incheon",토,2시,0
ChIJNUqe8Tx5ezUR9KaetgqvxJ8,913,"20 Soseong-ro, Michuhol-gu, Incheon",토,3시,0
ChIJNUqe8Tx5ezUR9KaetgqvxJ8,913,"20 Soseong-ro, Michuhol-gu, Incheon",토,4시,0
ChIJNUqe8Tx5ezUR9KaetgqvxJ8,913,"20 Soseong-ro, Michuhol-gu, Incheon",토,5시,0
ChIJNUqe8Tx5ezUR9KaetgqvxJ8,913,"20 Soseong-ro, Michuhol-gu, Incheon",토,6시,0
ChIJNUqe8Tx5ezUR9KaetgqvxJ8,913,"20 Soseong-ro, Michuhol-gu, Incheon",토,7시,0
ChIJNUqe8Tx5ezUR9KaetgqvxJ8,913,"20 Soseong-ro, Michuhol-gu, Incheon",토,8시,0
ChIJNUqe8Tx5ezUR9KaetgqvxJ8,913,"20 Soseong-ro, Michuhol-gu, Incheon",토,9시,21
ChIJNUqe8Tx5ezUR9KaetgqvxJ8,913,"20 Soseong-ro, Michuhol-gu, Incheon",일,0시,0
ChIJNUqe8Tx5ezUR9KaetgqvxJ8,913,"20 Soseong-ro, Michuhol-gu, Incheon",일,10시,54
ChIJNUqe8Tx5ezUR9KaetgqvxJ8,913,"20 Soseong-ro, Michuhol-gu, Incheon",일,11시,60
ChIJNUqe8Tx5ezUR9KaetgqvxJ8,913,"20 Soseong-ro, Michuhol-gu, Incheon",일,12시,69
ChIJNUqe8Tx5ezUR9KaetgqvxJ8,913,"20 Soseong-ro, Michuhol-gu, Incheon",일,13시,72
ChIJNUqe8Tx5ezUR9KaetgqvxJ8,913,"20 Soseong-ro, Michuhol-gu, Incheon",일,14시,75
ChIJNUqe8Tx5ezUR9KaetgqvxJ8,913,"20 Soseong-ro, Michuhol-gu, Incheon",일,15시,81
ChIJNUqe8Tx5ezUR9KaetgqvxJ8,913,"20 Soseong-ro, Michuhol-gu, Incheon",일,16시,90
ChIJNUqe8Tx5ezUR9KaetgqvxJ8,913,"20 Soseong-ro, Michuhol-gu, Incheon",일,17시,84
ChIJNUqe8Tx5ezUR9KaetgqvxJ8,913,"20 Soseong-ro, Michuhol-gu, Incheon",일,18시,90
ChIJNUqe8Tx5ezUR9KaetgqvxJ8,913,"20 Soseong-ro, Michuhol-gu, Incheon",일,19시,87
ChIJNUqe8Tx5ezUR9KaetgqvxJ8,913,"20 Soseong-ro, Michuhol-gu, Incheon",일,1시,0
ChIJNUqe8Tx5ezUR9KaetgqvxJ8,913,"20 Soseong-ro, Michuhol-gu, Incheon",일,20시,96
ChIJNUqe8Tx5ezUR9KaetgqvxJ8,913,"20 Soseong-ro, Michuhol-gu, Incheon",일,21시,84
ChIJNUqe8Tx5ezUR9KaetgqvxJ8,913,"20 Soseong-ro, Michuhol-gu, Incheon",일,22시,0
ChIJNUqe8Tx5ezUR9KaetgqvxJ8,913,"20 Soseong-ro, Michuhol-gu, Incheon",일,23시,0
ChIJNUqe8Tx5ezUR9KaetgqvxJ8,913,"20 Soseong-ro, Michuhol-gu, Incheon",일,2시,0
ChIJNUqe8Tx5ezUR9KaetgqvxJ8,913,"20 Soseong-ro, Michuhol-gu, Incheon",일,3시,0
ChIJNUqe8Tx5ezUR9KaetgqvxJ8,913,"20 Soseong-ro, Michuhol-gu, Incheon",일,4시,0
ChIJNUqe8Tx5ezUR9KaetgqvxJ8,913,"20 Soseong-ro, Michuhol-gu, Incheon",일,5시,0
ChIJNUqe8Tx5ezUR9KaetgqvxJ8,913,"20 Soseong-ro, Michuhol-gu, Incheon",일,6시,0
ChIJNUqe8Tx5ezUR9KaetgqvxJ8,913,"20 Soseong-ro, Michuhol-gu, Incheon",일,7시,0
ChIJNUqe8Tx5ezUR9KaetgqvxJ8,913,"20 Soseong-ro, Michuhol-gu, Incheon",일,8시,0
ChIJNUqe8Tx5ezUR9KaetgqvxJ8,913,"20 Soseong-ro, Michuhol-gu, Incheon",일,9시,42
ChIJ3WRQWQB5ezURbnqQ3R1ubeA,BonGousse rice hamburger,"46 Gyeonginnam-gil 30beon-gil, Michuhol-gu, Incheon",월,0시,31
ChIJ3WRQWQB5ezURbnqQ3R1ubeA,BonGousse rice hamburger,"46 Gyeonginnam-gil 30beon-gil, Michuhol-gu, Incheon",월,10시,62
ChIJ3WRQWQB5ezURbnqQ3R1ubeA,BonGousse rice hamburger,"46 Gyeonginnam-gil 30beon-gil, Michuhol-gu, Incheon",월,11시,56
ChIJ3WRQWQB5ezURbnqQ3R1ubeA,BonGousse rice hamburger,"46 Gyeonginnam-gil 30beon-gil, Michuhol-gu, Incheon",월,12시,50
ChIJ3WRQWQB5ezURbnqQ3R1ubeA,BonGousse rice hamburger,"46 Gyeonginnam-gil 30beon-gil, Michuhol-gu, Incheon",월,13시,56
ChIJ3WRQWQB5ezURbnqQ3R1ubeA,BonGousse rice hamburger,"46 Gyeonginnam-gil 30beon-gil, Michuhol-gu, Incheon",월,14시,56
ChIJ3WRQWQB5ezURbnqQ3R1ubeA,BonGousse rice hamburger,"46 Gyeonginnam-gil 30beon-gil, Michuhol-gu, Incheon",월,15시,56
ChIJ3WRQWQB5ezURbnqQ3R1ubeA,BonGousse rice hamburger,"46 Gyeonginnam-gil 30beon-gil, Michuhol-gu, Incheon",월,16시,43
ChIJ3WRQWQB5ezURbnqQ3R1ubeA,BonGousse rice hamburger,"46 Gyeonginnam-gil 30beon-gil, Michuhol-gu, Incheon",월,17시,25
ChIJ3WRQWQB5ezURbnqQ3R1ubeA,BonGousse rice hamburger,"46 Gyeonginnam-gil 30beon-gil, Michuhol-gu, Incheon",월,18시,12
ChIJ3WRQWQB5ezURbnqQ3R1ubeA,BonGousse rice hamburger,"46 Gyeonginnam-gil 30beon-gil, Michuhol-gu, Incheon",월,19시,6
ChIJ3WRQWQB5ezURbnqQ3R1ubeA,BonGousse rice hamburger,"46 Gyeonginnam-gil 30beon-gil, Michuhol-gu, Incheon",월,1시,43
ChIJ3WRQWQB5ezURbnqQ3R1ubeA,BonGousse rice hamburger,"46 Gyeonginnam-gil 30beon-gil, Michuhol-gu, Incheon",월,20시,6
ChIJ3WRQWQB5ezURbnqQ3R1ubeA,BonGousse rice hamburger,"46 Gyeonginnam-gil 30beon-gil, Michuhol-gu, Incheon",월,21시,25
ChIJ3WRQWQB5ezURbnqQ3R1ubeA,BonGousse rice hamburger,"46 Gyeonginnam-gil 30beon-gil, Michuhol-gu, Incheon",월,22시,43
ChIJ3WRQWQB5ezURbnqQ3R1ubeA,BonGousse rice hamburger,"46 Gyeonginnam-gil 30beon-gil, Michuhol-gu, Incheon",월,23시,37
ChIJ3WRQWQB5ezURbnqQ3R1ubeA,BonGousse rice hamburger,"46 Gyeonginnam-gil 30beon-gil, Michuhol-gu, Incheon",월,2시,25
ChIJ3WRQWQB5ezURbnqQ3R1ubeA,BonGousse rice hamburger,"46 Gyeonginnam-gil 30beon-gil, Michuhol-gu, Incheon",월,3시,31
ChIJ3WRQWQB5ezURbnqQ3R1ubeA,BonGousse rice hamburger,"46 Gyeonginnam-gil 30beon-gil, Michuhol-gu, Incheon",월,4시,18
ChIJ3WRQWQB5ezURbnqQ3R1ubeA,BonGousse rice hamburger,"46 Gyeonginnam-gil 30beon-gil, Michuhol-gu, Incheon",월,5시,18
ChIJ3WRQWQB5ezURbnqQ3R1ubeA,BonGousse rice hamburger,"46 Gyeonginnam-gil 30beon-gil, Michuhol-gu, Incheon",월,6시,25
ChIJ3WRQWQB5ezURbnqQ3R1ubeA,BonGousse rice hamburger,"46 Gyeonginnam-gil 30beon-gil, Michuhol-gu, Incheon",월,7시,12
ChIJ3WRQWQB5ezURbnqQ3R1ubeA,BonGousse rice hamburger,"46 Gyeonginnam-gil 30beon-gil, Michuhol-gu, Incheon",월,8시,18
ChIJ3WRQWQB5ezURbnqQ3R1ubeA,BonGousse rice hamburger,"46 Gyeonginnam-gil 30beon-gil, Michuhol-gu, Incheon",월,9시,43
ChIJ3WRQWQB5ezURbnqQ3R1ubeA,BonGousse rice hamburger,"46 Gyeonginnam-gil 30beon-gil, Michuhol-gu, Incheon",화,0시,31
ChIJ3WRQWQB5ezURbnqQ3R1ubeA,BonGousse rice hamburger,"46 Gyeonginnam-gil 30beon-gil, Michuhol-gu, Incheon",화,10시,18
ChIJ3WRQWQB5ezURbnqQ3R1ubeA,BonGousse rice hamburger,"46 Gyeonginnam-gil 30beon-gil, Michuhol-gu, Incheon",화,11시,12
ChIJ3WRQWQB5ezURbnqQ3R1ubeA,BonGousse rice hamburger,"46 Gyeonginnam-gil 30beon-gil, Michuhol-gu, Incheon",화,12시,6
ChIJ3WRQWQB5ezURbnqQ3R1ubeA,BonGousse rice hamburger,"46 Gyeonginnam-gil 30beon-gil, Michuhol-gu, Incheon",화,13시,12
ChIJ3WRQWQB5ezURbnqQ3R1ubeA,BonGousse rice hamburger,"46 Gyeonginnam-gil 30beon-gil, Michuhol-gu, Incheon",화,14시,12
ChIJ3WRQWQB5ezURbnqQ3R1ubeA,BonGousse rice hamburger,"46 Gyeonginnam-gil 30beon-gil, Michuhol-gu, Incheon",화,15시,18
ChIJ3WRQWQB5ezURbnqQ3R1ubeA,BonGousse rice hamburger,"46 Gyeonginnam-gil 30beon-gil, Michuhol-gu, Incheon",화,16시,50
ChIJ3WRQWQB5ezURbnqQ3R1ubeA,BonGousse rice hamburger,"46 Gyeonginnam-gil 30beon-gil, Michuhol-gu, Incheon",화,17시,37
ChIJ3WRQWQB5ezURbnqQ3R1ubeA,BonGousse rice hamburger,"46 Gyeonginnam-gil 30beon-gil, Michuhol-gu, Incheon",화,18시,25
ChIJ3WRQWQB5ezURbnqQ3R1ubeA,BonGousse rice hamburger,"46 Gyeonginnam-gil 30beon-gil, Michuhol-gu, Incheon",화,19시,37
ChIJ3WRQWQB5ezURbnqQ3R1ubeA,BonGousse rice hamburger,"46 Gyeonginnam-gil 30beon-gil, Michuhol-gu, Incheon",화,1시,25
ChIJ3WRQWQB5ezURbnqQ3R1ubeA,BonGousse rice hamburger,"46 Gyeonginnam-gil 30beon-gil, Michuhol-gu, Incheon",화,20시,50
ChIJ3WRQWQB5ezURbnqQ3R1ubeA,BonGousse rice hamburger,"46 Gyeonginnam-gil 30beon-gil, Michuhol-gu, Incheon",화,21시,56
